Test
Sample	Base Mass	Observed Ion m/z	Group	Type	Name	CAS	Formula	InChIKey	Quant S/N	R.T. (min)	Quant Masses	Tailing Factor	Area	Area %	Stick Count	Concerns	Retention Index	Lib. RI	Similarity	Probability	Hit #	Peak Number	Hit 1 Name	Hit 1 Similarity	Hit 1 Probability	Hit 1 InChIKey	Hit 1 CAS	Hit 1 Formula	Hit 1 Contributor	Hit 1 Library	Hit 1 Lib. RI	Hit 2 Name	Hit 2 Similarity	Hit 2 Probability	Hit 2 InChIKey	Hit 2 CAS	Hit 2 Formula	Hit 2 Contributor	Hit 2 Library	Hit 2 Lib. RI	Hit 3 Name	Hit 3 Similarity	Hit 3 Probability	Hit 3 InChIKey	Hit 3 CAS	Hit 3 Formula	Hit 3 Contributor	Hit 3 Library	Hit 3 Lib. RI	Hit 4 Name	Hit 4 Similarity	Hit 4 Probability	Hit 4 InChIKey	Hit 4 CAS	Hit 4 Formula	Hit 4 Contributor	Hit 4 Library	Hit 4 Lib. RI	Hit 5 Name	Hit 5 Similarity	Hit 5 Probability	Hit 5 InChIKey	Hit 5 CAS	Hit 5 Formula	Hit 5 Contributor	Hit 5 Library	Hit 5 Lib. RI
200904_eQC2	174.12	174.12	y	Out of Tolerance	"Putrescine, 4TMS derivative"	39772-63-9	C16H44N2Si4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/HALMUIBMTWWREW-UHFFFAOYSA-N"">HALMUIBMTWWREW-UHFFFAOYSA-N</a>"	68038	26.227	XIC(174.15±500ppm)	1.01	1527646946	0.629	347	Spectra Search{Unable to do spectral search}	1692.5	1733 ± 0(1)	942	95.3	1	1090	"Putrescine, 4TMS derivative"	942	95.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/HALMUIBMTWWREW-UHFFFAOYSA-N"">HALMUIBMTWWREW-UHFFFAOYSA-N</a>"	39772-63-9	C16H44N2Si4	NIST Mass Spectrometry Data Center	replib	1733 ± 0(1)	"Putrescine, 4TMS derivative"	914	87.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/HALMUIBMTWWREW-UHFFFAOYSA-N"">HALMUIBMTWWREW-UHFFFAOYSA-N</a>"	39772-63-9	C16H44N2Si4	"James Shoemaker, St. Louis Online Library of Metabolic Mass Spectra"	mainlib	1733 ± 0(1)	agmatine -42 amu RI 517310	872	79.0		306-60-5	C5H14N4		Fiehn-library		putrescine_RI 588298	849	95.0		110-60-1		fiehn	UCD Fiehn rtx5		putrescine RI 516980	829	17.4		110-60-1	C4H12N2		Fiehn-library	
200904_eQC2	211.12	226.14		Unknown	"Benzene, 1-(1,1-dimethylethyl)-4-phenoxy-"	5331-28-2	C16H18O	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/REZBJCUQELMZBL-UHFFFAOYSA-N"">REZBJCUQELMZBL-UHFFFAOYSA-N</a>"	830	26.3559	XIC(211.12±500ppm)	1.01	18442451	0.008	47	Spectra Search{Unable to do spectral search}	1699.8		846	87.7	1	1098	"Benzene, 1-(1,1-dimethylethyl)-4-phenoxy-"	846	87.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/REZBJCUQELMZBL-UHFFFAOYSA-N"">REZBJCUQELMZBL-UHFFFAOYSA-N</a>"	5331-28-2	C16H18O		mainlib		"[1,1'-Biphenyl]-2-ol, 5-(1,1-dimethylethyl)-"	756	7.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/IYPYKRAEQZVXSC-UHFFFAOYSA-N"">IYPYKRAEQZVXSC-UHFFFAOYSA-N</a>"	577-92-4	C16H18O		mainlib	2024 ± 0(1)	"phenyl 4-(2,4,4-trimethylpentan-2-yl)phenyl ether"	713	1.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/LUASVJXGLBPUTO-UHFFFAOYSA-N"">LUASVJXGLBPUTO-UHFFFAOYSA-N</a>"		C20H26O	"J. Little, Eastman chemical company."	mainlib		"[1,1'-Biphenyl]-2-ol, 3-(1,1-dimethylethyl)-"	709	1.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/HXVMQDBXJZKLEV-UHFFFAOYSA-N"">HXVMQDBXJZKLEV-UHFFFAOYSA-N</a>"	2416-98-0	C16H18O		mainlib		"1,4-Benzenediamine, N-(1-methylethyl)-N'-phenyl-"	679	0.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OUBMGJOQLXMSNT-UHFFFAOYSA-N"">OUBMGJOQLXMSNT-UHFFFAOYSA-N</a>"	101-72-4	C15H18N2	Japan AIST/NIMC Database- Spectrum MS-IW-6346	mainlib	
200904_eQC2	73.07	174.11	y	Out of Tolerance	"DL-Ornithine, 3TMS derivative"		C14H36N2O2Si3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/DWBDHQORSKFVMK-UHFFFAOYSA-N"">DWBDHQORSKFVMK-UHFFFAOYSA-N</a>"	6631	26.4512	XIC(174.08±500ppm)	0.86	138205041	0.057	283	Spectra Search{Unable to do spectral search}	1705.2		871	93.2	1	1104	"DL-Ornithine, 3TMS derivative"	871	93.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/DWBDHQORSKFVMK-UHFFFAOYSA-N"">DWBDHQORSKFVMK-UHFFFAOYSA-N</a>"		C14H36N2O2Si3	NIST Mass Spectrometry Data Center	mainlib		N-(4-[Bis(trimethylsilyl)amino]butyl)acetamide	708	2.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/JDNHQAHXHWRXTD-UHFFFAOYSA-N"">JDNHQAHXHWRXTD-UHFFFAOYSA-N</a>"		C12H30N2OSi2	"NIST Mass Spectrometry Data Center, 2010"	mainlib	1775 ± 0(1)	ornithine 3TMS minor_RI 593865	698	75.5		70-26-8		fiehn	UCD Fiehn rtx5		"4-Aminobutanoic acid, 3TMS derivative"	686	38.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/HMZQEGNJWXKANK-UHFFFAOYSA-N"">HMZQEGNJWXKANK-UHFFFAOYSA-N</a>"	39508-23-1	C13H33NO2Si3	"S. MARKEY UNIV. OF COLO. MED. CTR., DENVER, COLORADO, USA"	replib	1532 ± 9(2)	"N-a-Acetyl-L-Lysine, 3TMS derivative"	684	0.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/QXVVZQYCVKTRRC-UHFFFAOYSA-N"">QXVVZQYCVKTRRC-UHFFFAOYSA-N</a>"		C17H40N2O3Si3	NIST Mass Spectrometry Data Center	mainlib	2100 ± 0(1)
200904_eQC2	98.11	225.26		Unknown	Piperoxan	59-39-2	C14H19NO2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/LYKMMUBOEFYJQG-UHFFFAOYSA-N"">LYKMMUBOEFYJQG-UHFFFAOYSA-N</a>"	581	26.5601	XIC(98.11±500ppm)	2.05	12585700	0.005	15	Spectra Search{Unable to do spectral search}	1711.4		744	43.9	1	1111	Piperoxan	744	43.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/LYKMMUBOEFYJQG-UHFFFAOYSA-N"">LYKMMUBOEFYJQG-UHFFFAOYSA-N</a>"	59-39-2	C14H19NO2	Finnigan MAT: Toxicological Library (LIBR-TX)	replib		"Benzoic acid, 4-[(1-piperidyl)acetylamino]-, methyl ester"	741	10.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/SWIBPVZSSKYPJA-UHFFFAOYSA-N"">SWIBPVZSSKYPJA-UHFFFAOYSA-N</a>"	295345-04-9	C15H20N2O3	"A.A.Kutin, Moscow, Russia"	mainlib		"N-[ﬂ-Hydroxy-ﬂ-[4-[1-adamantyl-6,8-dichloro]quinolyl]ethyl]piperidine"	734	8.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FTKCTODNDCKJNM-UHFFFAOYSA-N"">FTKCTODNDCKJNM-UHFFFAOYSA-N</a>"		C26H32Cl2N2O	"Div. of Experiment Therapeutics WRAIR, WRAMC, Washington DC 20307"	mainlib		"Piperidine, 1,1'-methylenebis-"	729	6.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/LRKYLKBLUJXTFL-UHFFFAOYSA-N"">LRKYLKBLUJXTFL-UHFFFAOYSA-N</a>"	880-09-1	C11H22N2	"NIST Mass Spectrometry Data Center, 1994"	mainlib		1-Piperidineethanamine	727	23.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/CJNRGSHEMCMUOE-UHFFFAOYSA-N"">CJNRGSHEMCMUOE-UHFFFAOYSA-N</a>"	27578-60-5	C7H16N2	"J.E. WILKINSON S-CUBED, SAN DIEGO, CA."	replib	
200904_eQC2	73.07	450.16		Unknown	"Phosphoric acid, bis(trimethylsilyl) 2,3-bis[(trimethylsilyl)oxy]propyl ester"	31038-11-6	C15H41O6PSi4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OSNKBCBCOYHYNF-UHFFFAOYSA-N"">OSNKBCBCOYHYNF-UHFFFAOYSA-N</a>"	2959	26.6304	XIC(73.07±500ppm)	1.01	341124667	0.140	391	Spectra Search{Unable to do spectral search}	1715.4	1778 ± 15(6)	743	59.1	1	1114	"Phosphoric acid, bis(trimethylsilyl) 2,3-bis[(trimethylsilyl)oxy]propyl ester"	743	59.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OSNKBCBCOYHYNF-UHFFFAOYSA-N"">OSNKBCBCOYHYNF-UHFFFAOYSA-N</a>"	31038-11-6	C15H41O6PSi4	"O A MAMER, MCGILL UNIVERSITY, MONTRE"	replib	1778 ± 15(6)	"Tetraethylene glycol, 2TMS derivative"	726	12.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/YCYBENQFXVSVCK-UHFFFAOYSA-N"">YCYBENQFXVSVCK-UHFFFAOYSA-N</a>"		C14H34O5Si2	"NIST Mass Spectrometry Data Center, 2007"	mainlib	1749 ± 0(1)	"Triethylene glycol, 2TMS derivative"	722	25.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/SLLVZXXJQRSFPP-UHFFFAOYSA-N"">SLLVZXXJQRSFPP-UHFFFAOYSA-N</a>"	62185-58-4	C12H30O4Si2	"J. Little, Eastman chemical company."	replib	1489 ± 0(1)	"Triethylene glycol, 2TMS derivative"	718	9.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/SLLVZXXJQRSFPP-UHFFFAOYSA-N"">SLLVZXXJQRSFPP-UHFFFAOYSA-N</a>"	62185-58-4	C12H30O4Si2	"NIST Mass Spectrometry Data Center, 2007"	mainlib	1489 ± 0(1)	"Hexaethylene glycol, 2TMS derivative"	709	6.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/NZTJQYSHCQIRGM-UHFFFAOYSA-N"">NZTJQYSHCQIRGM-UHFFFAOYSA-N</a>"	235086-39-2	C18H42O7Si2	"NIST Mass Spectrometry Data Center, 2007"	mainlib	2266 ± 0(1)
200904_eQC2	73.07			Unknown	galactose 3-6 anhydro RI 541310	14122-18-0			603	26.8544	XIC(73.07±500ppm)	2.93	53307918	0.022	177	Spectra Search{Unable to do spectral search}	1728.1		707	77.2	1	1124	galactose 3-6 anhydro RI 541310	707	77.2		14122-18-0			Fiehn-library		"3,6-anhydro-D-galactose_RI 564843"	703	84.5		14122-18-0		fiehn	UCD Fiehn rtx5		"2-Deoxypentofuranose, 3TMS derivative"	665	13.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BTOQHYLAKILOAR-UHFFFAOYSA-N"">BTOQHYLAKILOAR-UHFFFAOYSA-N</a>"	56227-33-9	C14H34O4Si3	Chemical Concepts	mainlib		"2-Deoxypentofuranose, 3TMS derivative"	663	36.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BTOQHYLAKILOAR-UHFFFAOYSA-N"">BTOQHYLAKILOAR-UHFFFAOYSA-N</a>"	56227-33-9	C14H34O4Si3	"VERN REINHOLD,A.D.LITTLE INC.,CAMBRIDGE,MASS"	replib		"D-Erythro-Pentopyranose, 2-deoxy-1,3,4-tris-O-(trimethylsilyl)-"	657	28.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/YMWSWNUVQIBISA-UHFFFAOYSA-N"">YMWSWNUVQIBISA-UHFFFAOYSA-N</a>"	56227-34-0	C14H34O4Si3	"VERN REINHOLD,A.D.LITTLE INC.,CAMBRIDGE,MASS"	replib	
200904_eQC2	73.07	564.08		Unknown	"Cyclononasiloxane, octadecamethyl-"	556-71-8	C18H54O9Si9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ISXOGOLHEGHGQF-UHFFFAOYSA-N"">ISXOGOLHEGHGQF-UHFFFAOYSA-N</a>"	196	26.9381	XIC(73.07±500ppm)	0.27	17126557	0.007	84	Spectra Search{Unable to do spectral search}	1732.9	1893 ± 0(1)	822	97.6	1	1129	"Cyclononasiloxane, octadecamethyl-"	822	97.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ISXOGOLHEGHGQF-UHFFFAOYSA-N"">ISXOGOLHEGHGQF-UHFFFAOYSA-N</a>"	556-71-8	C18H54O9Si9	"William W. Christie, Mylnefield Lipid Analysis, Invergowrie, Dundee, Scotland, UK"	replib	1893 ± 0(1)	"Cyclononasiloxane, octadecamethyl-"	820	87.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ISXOGOLHEGHGQF-UHFFFAOYSA-N"">ISXOGOLHEGHGQF-UHFFFAOYSA-N</a>"	556-71-8	C18H54O9Si9	Chemical Concepts	mainlib	1893 ± 0(1)	"Cyclononasiloxane, octadecamethyl-"	724	97.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ISXOGOLHEGHGQF-UHFFFAOYSA-N"">ISXOGOLHEGHGQF-UHFFFAOYSA-N</a>"	556-71-8	C18H54O9Si9	"ASES Database, Dalian Institute, P.R. China"	replib	1893 ± 0(1)	Tetracosamethyl-cyclododecasiloxane	681	3.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/SOGKSNZFDBFKCV-UHFFFAOYSA-N"">SOGKSNZFDBFKCV-UHFFFAOYSA-N</a>"	18919-94-3	C24H72O12Si12	"ASES Database, Dalian Institute, P.R. China"	mainlib		"Heptasiloxane, hexadecamethyl-"	673	2.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/NFVSFLUJRHRSJG-UHFFFAOYSA-N"">NFVSFLUJRHRSJG-UHFFFAOYSA-N</a>"	541-01-5	C16H48O6Si7	"P. BRUCK, MAGYAR TUDOMANYOS AKADEMIA, HUNGARY"	mainlib	1553 ± 0(1)
200904_eQC2	73.07	599.19		Unknown	"Cyclononasiloxane, octadecamethyl-"	556-71-8	C18H54O9Si9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ISXOGOLHEGHGQF-UHFFFAOYSA-N"">ISXOGOLHEGHGQF-UHFFFAOYSA-N</a>"	7705	27.149	XIC(73.07±500ppm)	1.01	782391396	0.322	501	Spectra Search{Unable to do spectral search}	1744.9	1893 ± 0(1)	864	97.3	1	1139	"Cyclononasiloxane, octadecamethyl-"	864	97.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ISXOGOLHEGHGQF-UHFFFAOYSA-N"">ISXOGOLHEGHGQF-UHFFFAOYSA-N</a>"	556-71-8	C18H54O9Si9	"William W. Christie, Mylnefield Lipid Analysis, Invergowrie, Dundee, Scotland, UK"	replib	1893 ± 0(1)	"Cyclononasiloxane, octadecamethyl-"	856	84.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ISXOGOLHEGHGQF-UHFFFAOYSA-N"">ISXOGOLHEGHGQF-UHFFFAOYSA-N</a>"	556-71-8	C18H54O9Si9	Chemical Concepts	mainlib	1893 ± 0(1)	"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-"	748	5.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/QXHIBROWKKWYFM-UHFFFAOYSA-N"">QXHIBROWKKWYFM-UHFFFAOYSA-N</a>"	19095-24-0	C16H50O7Si8	Chemical Concepts	mainlib		"Cyclodecasiloxane, eicosamethyl-"	744	4.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/CDNNKGWZSNSADW-UHFFFAOYSA-N"">CDNNKGWZSNSADW-UHFFFAOYSA-N</a>"	18772-36-6	C20H60O10Si10	Chemical Concepts	mainlib	2035 ± 0(1)	"Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-"	734	3.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/GCEPWHJTXMREAT-UHFFFAOYSA-N"">GCEPWHJTXMREAT-UHFFFAOYSA-N</a>"	19095-23-9	C14H44O6Si7	Chemical Concepts	mainlib	
200904_eQC2	73.07	320.15		Unknown	"Azelaic acid, 2TMS derivative"	17906-08-0	C15H32O4Si2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UGESQDAUQLNVHU-UHFFFAOYSA-N"">UGESQDAUQLNVHU-UHFFFAOYSA-N</a>"	136	27.2544	XIC(73.07±500ppm)	1.09	12044976	0.005	91	Spectra Search{Unable to do spectral search}	1750.9	1806 ± 3(11)	869	97.4	1	1144	"Azelaic acid, 2TMS derivative"	869	97.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UGESQDAUQLNVHU-UHFFFAOYSA-N"">UGESQDAUQLNVHU-UHFFFAOYSA-N</a>"	17906-08-0	C15H32O4Si2	NIST Mass Spectrometry Data Center	mainlib	1806 ± 3(11)	"Azelaic acid, 2TMS derivative"	847	95.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UGESQDAUQLNVHU-UHFFFAOYSA-N"">UGESQDAUQLNVHU-UHFFFAOYSA-N</a>"	17906-08-0	C15H32O4Si2	"O A MAMER, MCGILL UNIVERSITY, MONTREnyl- (8CI)"	replib	1806 ± 3(11)	"Azelaic acid, 2TMS derivative"	784	95.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/UGESQDAUQLNVHU-UHFFFAOYSA-N"">UGESQDAUQLNVHU-UHFFFAOYSA-N</a>"	17906-08-0	C15H32O4Si2	"G.S. KING, CHEM. PATHOL. DEP., QUEEN CHARLOTTE'S HOSP., LONDON"	replib	1806 ± 3(11)	"decanoic acid, 10-[(trimethylsilyl)oxy]-, trimethylsilyl ester"	683	1.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/KHNFSJFRYYIBOY-UHFFFAOYSA-N"">KHNFSJFRYYIBOY-UHFFFAOYSA-N</a>"		C16H36O3Si2	"J. Little, Eastman chemical company."	mainlib		trimethylsilyl 10-((trimethylsilyl)oxy)decanoate	651	0.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/KHNFSJFRYYIBOY-UHFFFAOYSA-N"">KHNFSJFRYYIBOY-UHFFFAOYSA-N</a>"		C16H36O3Si2	"V.A. Isidorov, et al. Journal of Chromatography B, V. 877, 2009, p. 3776-3780"	mainlib	
200904_eQC2	73.07	465.18		Unknown	"Propanoic acid, 3-[[bis[(trimethylsilyl)oxy]phosphinyl]oxy]-2-[(trimethylsilyl)oxy]-, trimethylsilyl ester, (S)-"	55622-45-2	C15H39O7PSi4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/PDUHJJDSOWNSBM-AWEZNQCLSA-N"">PDUHJJDSOWNSBM-AWEZNQCLSA-N</a>"	439	27.4126	XIC(73.07±500ppm)	5.50	49404748	0.020	209	Spectra Search{Unable to do spectral search}	1759.9		784	69.3	1	1151	"Propanoic acid, 3-[[bis[(trimethylsilyl)oxy]phosphinyl]oxy]-2-[(trimethylsilyl)oxy]-, trimethylsilyl ester, (S)-"	784	69.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/PDUHJJDSOWNSBM-AWEZNQCLSA-N"">PDUHJJDSOWNSBM-AWEZNQCLSA-N</a>"	55622-45-2	C15H39O7PSi4	"M.G.HORNING,INST.FOR LIPID RES,BAYLOR COL.OF MED.,HOUSTON,TEX"	mainlib		"3,5-Dioxa-4-phospha-2-silaoctan-8-oic acid, 2,2-dimethyl-4,7-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester, 4-oxide"	775	89.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/PDUHJJDSOWNSBM-UHFFFAOYSA-N"">PDUHJJDSOWNSBM-UHFFFAOYSA-N</a>"	31038-13-8	C15H39O7PSi4	BAY 0298	replib		"3,5-Dioxa-4-phospha-2-silaoctan-8-oic acid, 2,2-dimethyl-4,7-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester, 4-oxide"	730	13.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/PDUHJJDSOWNSBM-UHFFFAOYSA-N"">PDUHJJDSOWNSBM-UHFFFAOYSA-N</a>"	31038-13-8	C15H39O7PSi4		mainlib		Glycerate-3-Phosphate RI 606260	708	65.5		820-11-1	0		Fiehn-library		3-phosphoglycerate_RI 612515	704	71.6		820-11-1		fiehn	UCD Fiehn rtx5	
200904_eQC2	73.07	204.10	y	Out of Tolerance	"Shikimic acid, 4TMS derivative"	55520-78-0	C19H42O5Si4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/LMFAUEGOCMAFIW-UHFFFAOYSA-N"">LMFAUEGOCMAFIW-UHFFFAOYSA-N</a>"	29896	27.5142	XIC(204.06±500ppm)	1.01	541924316	0.223	373	Spectra Search{Unable to do spectral search}	1765.6	1843 ± 1(6)	906	90.6	1	1156	"Shikimic acid, 4TMS derivative"	906	90.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/LMFAUEGOCMAFIW-UHFFFAOYSA-N"">LMFAUEGOCMAFIW-UHFFFAOYSA-N</a>"	55520-78-0	C19H42O5Si4	"O A MAMER, MCGILL UNIVERSITY, MONTREAL, CANADA"	mainlib	1843 ± 1(6)	"Shikimic acid, 4TMS derivative"	894	97.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/LMFAUEGOCMAFIW-UHFFFAOYSA-N"">LMFAUEGOCMAFIW-UHFFFAOYSA-N</a>"	55520-78-0	C19H42O5Si4	NIST Mass Spectrometry Data Center	replib	1843 ± 1(6)	"Shikimic acid, 4TMS derivative"	873	97.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/LMFAUEGOCMAFIW-UHFFFAOYSA-N"">LMFAUEGOCMAFIW-UHFFFAOYSA-N</a>"	55520-78-0	C19H42O5Si4	"S. MARKEY UNIV. OF COLO. MED. CTR., DENVER, COLORADO, USA"	replib	1843 ± 1(6)	shikimic acid_RI 612089	826	94.5		138-59-0		fiehn	UCD Fiehn rtx5		shikimic acid RI 585590	823	48.8		138-59-0	C7H10O5		Fiehn-library	
200904_eQC2	142.11	142.11	y	Out of Tolerance	"L-Ornithine, 4TMS derivative"	55556-70-2	C17H44N2O2Si4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/PUQPCLIKLCAPHV-UHFFFAOYSA-N"">PUQPCLIKLCAPHV-UHFFFAOYSA-N</a>"	1654	27.6356	XIC(142.08±500ppm)	1.03	31136147	0.013	56	Spectra Search{Unable to do spectral search}	1772.5	1806 ± 9(2)	764	96.8	1	1159	"L-Ornithine, 4TMS derivative"	764	96.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/PUQPCLIKLCAPHV-UHFFFAOYSA-N"">PUQPCLIKLCAPHV-UHFFFAOYSA-N</a>"	55556-70-2	C17H44N2O2Si4	"James Shoemaker, St. Louis Online Library of Metabolic Mass Spectra"	replib	1806 ± 9(2)	ornithine 4TMS_RI 619743	740	98.4		70-26-8		fiehn	UCD Fiehn rtx5		"L-Ornithine, 4TMS derivative"	723	95.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/PUQPCLIKLCAPHV-UHFFFAOYSA-N"">PUQPCLIKLCAPHV-UHFFFAOYSA-N</a>"	55556-70-2	C17H44N2O2Si4	NIST Mass Spectrometry Data Center	mainlib	1806 ± 9(2)	"L-Ornithine, 4TMS derivative"	607	96.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/PUQPCLIKLCAPHV-UHFFFAOYSA-N"">PUQPCLIKLCAPHV-UHFFFAOYSA-N</a>"	55556-70-2	C17H44N2O2Si4	"A.Pleshkova, Nesmeyanov Inst.Org.Elem.Cpds, Moscow"	replib	1806 ± 9(2)	"Tris(trimethylsilyl)ornithine, methyl ester"	569	2.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/GATQKPDRWPJSJJ-UHFFFAOYSA-N"">GATQKPDRWPJSJJ-UHFFFAOYSA-N</a>"		C15H38N2O2Si3	"R.POLLITT, DEP. PSYCHIATRY, MIDDLEWOOD HOSPITAL, SHEFFIELD,"	mainlib	
200904_eQC2	73.07	73.07	y	Out of Tolerance	"Citric acid, 4TMS derivative"	14330-97-3	C18H40O7Si4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VFGAVMGYDWDESE-UHFFFAOYSA-N"">VFGAVMGYDWDESE-UHFFFAOYSA-N</a>"	3319	27.6505	XIC(73.07±500ppm)	0.89	311475724	0.128	410	Spectra Search{Unable to do spectral search}	1773.4	1845 ± 7(9)	860	91.5	1	1160	"Citric acid, 4TMS derivative"	860	91.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VFGAVMGYDWDESE-UHFFFAOYSA-N"">VFGAVMGYDWDESE-UHFFFAOYSA-N</a>"	14330-97-3	C18H40O7Si4	NIST Mass Spectrometry Data Center	mainlib	1845 ± 7(9)	"Citric acid, 4TMS derivative"	857	95.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VFGAVMGYDWDESE-UHFFFAOYSA-N"">VFGAVMGYDWDESE-UHFFFAOYSA-N</a>"	14330-97-3	C18H40O7Si4	"NIST Mass Spectrometry Data Center, 2009"	replib	1845 ± 7(9)	"Citric acid, 4TMS derivative"	844	95.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VFGAVMGYDWDESE-UHFFFAOYSA-N"">VFGAVMGYDWDESE-UHFFFAOYSA-N</a>"	14330-97-3	C18H40O7Si4	"S. MARKEY UNIV. OF COLO. MED. CTR., DENVER, COLORADO, USA"	replib	1845 ± 7(9)	"Citric acid, 4TMS derivative"	834	95.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VFGAVMGYDWDESE-UHFFFAOYSA-N"">VFGAVMGYDWDESE-UHFFFAOYSA-N</a>"	14330-97-3	C18H40O7Si4	"G.S. KING, CHEM. PATHOL. DEP., QUEEN CHARLOTTE'S HOSP., LONDON"	replib	1845 ± 7(9)	"Citric acid, 4TMS derivative"	808	95.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VFGAVMGYDWDESE-UHFFFAOYSA-N"">VFGAVMGYDWDESE-UHFFFAOYSA-N</a>"	14330-97-3	C18H40O7Si4	Diagnosis of Organic Acidemias by GC/MS	replib	1845 ± 7(9)
